loan_id,disbursement_date,expire_date,is_employed,loan_amount,number_of_defaults,outstanding_balance,interest_rate,age,remaining_term,salary,sector,currency,loan_status
6093,2020-09-04,2020-12-07,1.0,39626.408311803316,3.0,26760.67545518084,0.08907718861545592,30.0,31.0,8043.445181977062,Services,EUR,Default
6094,2021-11-05,2022-04-04,1.0,24809.768821802216,1.0,7910.027259623187,0.030114849437877463,59.0,21.0,6666.792155521587,IT,AUD,Default
6095,2021-05-16,2022-02-07,1.0,11839.72871381785,1.0,23060.889954371993,0.21821300639556146,33.0,46.0,-9443.044269667387,Retail,ZWL,Default
6096,2022-03-14,2022-12-29,0.0,12696.259416693652,9.0,19234.811661131647,0.03752871242613433,40.0,31.0,-835.4253282523587,Services,AUD,Non-Default
6097,2020-08-13,2020-11-01,1.0,35913.94160815669,4.0,10602.239391928302,0.07802090101564861,23.0,15.0,-431.19315092674333,Services,GBP,Non-Default
6098,2022-07-27,2023-01-28,0.0,12594.056143168635,9.0,18959.228074563445,0.04566912377695492,22.0,41.0,3670.3524136777396,Services,AUD,Non-Default
6099,2022-02-20,2022-05-15,1.0,44293.503869585074,6.0,9079.380395921491,0.11842993439459974,57.0,42.0,18314.75231722401,Agriculture,EUR,Default
6100,2021-05-24,2021-12-24,0.0,37927.97118050632,8.0,6846.364718631065,0.1122335996762181,46.0,56.0,-27.646957370991004,Manufacturing,ZWL,Non-Default
6101,2020-05-12,2020-07-27,1.0,37153.62229915671,2.0,24980.220515729954,0.11734786503916181,42.0,10.0,1720.5482263847207,Manufacturing,USD,Non-Default
6102,2020-03-05,2020-09-04,0.0,33595.88210220602,7.0,24396.009849679907,0.22489369004703988,43.0,15.0,-2911.864910429741,Manufacturing,EUR,Non-Default
6103,2022-02-28,2022-07-07,1.0,413.99156285430877,2.0,14397.115306500671,0.18156505583992505,38.0,32.0,-1167.2066533083325,IT,GBP,Non-Default
6104,2022-02-03,2022-07-05,0.0,20062.595069837265,6.0,16396.585909073037,0.18830199875460726,58.0,53.0,-4241.4508360308755,Services,ZWL,nan
6105,2021-08-24,2021-10-16,1.0,49908.09184368073,7.0,13143.944544041597,0.0807429374638422,29.0,22.0,-3932.8973132801184,Manufacturing,AUD,Non-Default
6106,2020-05-17,2020-10-21,1.0,39991.50232602872,8.0,19372.636936270224,0.17018046121935945,58.0,34.0,13831.781176839191,Services,USD,Default
6107,2022-11-20,2023-02-11,1.0,112.14644934417538,9.0,3166.6664083306496,0.10302047795410976,33.0,26.0,16376.327395438344,Retail,GBP,Non-Default
6108,2020-08-28,2020-10-18,1.0,43870.81881197806,6.0,8948.333716253304,0.18395409402091198,21.0,37.0,-9578.24200886544,Manufacturing,ZWL,Non-Default
6109,2020-10-16,2021-06-29,1.0,45807.929550688765,0.0,22365.39787030552,0.19134434367683378,53.0,27.0,1316.7220178736552,Manufacturing,ZWL,Non-Default
6110,2020-08-05,2021-05-12,0.0,31685.47490669756,5.0,20833.053215726497,0.012465994472380686,37.0,44.0,-8240.026355191247,Manufacturing,EUR,Default
6111,2020-12-02,2021-03-29,,19149.514640188274,2.0,18107.21897328555,0.08846254705724241,43.0,42.0,9627.452842556235,Services,EUR,Non-Default
6112,2021-11-14,2022-07-06,1.0,6657.835853377636,1.0,16159.543508241972,0.22508698470227842,30.0,42.0,-7448.828157730453,Retail,EUR,nan
6113,2022-08-22,2022-10-19,0.0,8423.014409489202,4.0,6873.278549458658,0.2033592148399349,37.0,53.0,322.01563371833254,IT,ZWL,nan
6114,2022-07-01,2022-08-27,1.0,37001.770173418394,1.0,18673.356030111845,0.19773867501175937,46.0,47.0,16904.52145461155,IT,AUD,Non-Default
6115,2021-03-12,2021-05-05,1.0,14064.22719587142,8.0,19976.796236247297,0.15055041354500406,55.0,20.0,-2550.886312028101,Services,ZWL,Non-Default
6116,2022-01-04,2022-02-03,0.0,25584.655445027354,7.0,3232.080358383724,0.12762941010012774,51.0,7.0,-3573.753252152321,Agriculture,ZWL,Non-Default
6117,2022-06-24,2022-12-16,1.0,25799.95074067519,1.0,17506.165784510566,0.01002762622170403,59.0,3.0,8713.666653940869,Manufacturing,USD,Non-Default
6118,2022-07-09,2023-05-15,,49863.351193628296,8.0,9408.606883410685,0.1261034724895826,47.0,30.0,9044.842576487292,Manufacturing,AUD,Non-Default
6119,2020-03-16,2020-07-01,1.0,6153.627886417616,1.0,4704.459654798406,0.10824843046332586,53.0,15.0,11011.188884156272,Retail,AUD,Non-Default
6120,2022-09-09,2023-07-28,1.0,34167.784963650214,1.0,28130.80903164541,0.039579627010329965,42.0,3.0,18818.786684187795,Services,GBP,Non-Default
6121,2022-12-15,2023-04-24,1.0,47832.06945141853,2.0,7805.839224194097,0.07161941558484666,24.0,53.0,7963.754884757243,Manufacturing,ZWL,nan
6122,2022-07-09,2022-09-05,1.0,39198.4606646532,9.0,7454.687605487943,0.2065165510856219,20.0,55.0,-4427.403925822953,Manufacturing,EUR,Non-Default
6123,2020-01-05,2020-07-13,1.0,41177.503963993106,4.0,25744.72784386652,0.08378090115697917,24.0,29.0,15371.608639594328,Services,AUD,Non-Default
6124,2022-01-25,2022-06-20,,29915.87040863116,2.0,15314.461833439933,0.14074631387814365,51.0,10.0,653.6879803788524,Agriculture,ZWL,Non-Default
6125,2022-06-02,2022-08-19,0.0,24097.94951137894,0.0,14751.808908131405,0.07390157055661745,27.0,2.0,-6319.8326786213265,Retail,GBP,Default
6126,2022-07-04,2022-10-21,0.0,35001.24013565957,6.0,12175.005108954092,0.1880381827614675,28.0,51.0,18290.401986185356,Services,EUR,Non-Default
6127,2021-03-14,2022-01-10,1.0,9211.26772522197,9.0,8918.7265263311,0.09293369626432049,29.0,17.0,14036.57893008658,Manufacturing,AUD,Non-Default
6128,2022-04-03,2023-02-25,1.0,45205.38321920467,1.0,27314.2908967252,0.10885698515045746,35.0,18.0,9753.386392255896,Manufacturing,GBP,Default
6129,2020-11-20,2021-01-25,1.0,48032.996931550195,0.0,19340.206901298825,0.15453980075402382,28.0,59.0,13016.823474014542,Agriculture,ZWL,Non-Default
6130,2020-07-01,2020-12-07,1.0,17387.178810434038,3.0,23568.81068491437,0.16397759632793177,39.0,6.0,3129.731482219615,Agriculture,EUR,Default
6131,2020-05-17,2021-05-13,1.0,38828.185766474846,8.0,14463.704315673373,0.10196182704977085,26.0,36.0,-908.6004419769251,Retail,AUD,Non-Default
6132,2021-02-24,2021-10-08,0.0,16419.112824610358,1.0,23413.00369466535,0.1350146756011324,46.0,8.0,18070.982844286646,Agriculture,EUR,Default
6133,2021-12-10,2022-04-12,1.0,38856.00240618717,2.0,22066.154884498435,0.011754554966869,47.0,5.0,-5744.5763870965975,Services,AUD,nan
6134,2020-03-20,2021-01-28,1.0,17533.016451038457,9.0,9813.052850245078,0.24297330841862516,27.0,54.0,8031.27438966525,Agriculture,AUD,Default
6135,2020-10-16,2021-04-26,1.0,14132.02074766488,3.0,12005.073703816866,0.035265596543581676,59.0,25.0,9165.439272557978,Retail,USD,Non-Default
6136,2022-11-28,2023-10-16,1.0,36824.70532462252,1.0,4810.190245199717,0.20632071279148356,22.0,23.0,14692.267151506134,IT,AUD,Non-Default
6137,2020-02-12,2020-08-15,1.0,28636.418479592718,0.0,24671.71525329153,0.11218679916303577,47.0,38.0,-6964.514092157562,IT,AUD,Non-Default
6138,2021-10-13,2022-03-16,0.0,34428.27218585417,0.0,16892.153427282396,0.132059638920742,41.0,42.0,-6649.4634760007875,Agriculture,USD,Default
6139,2021-12-13,2022-08-07,1.0,6182.504810303629,1.0,24327.001220753365,0.07968230691063204,33.0,43.0,-7840.056312522943,Services,AUD,Non-Default
6140,2021-10-22,2022-04-09,0.0,2494.825367446395,6.0,23668.945454389217,0.029732473714142747,35.0,44.0,15000.420311988157,Agriculture,USD,Default
6141,2021-07-02,2022-03-15,1.0,36993.22512150556,3.0,560.6892365470705,0.10790296142892784,45.0,4.0,4366.430890571402,Manufacturing,GBP,Non-Default
6142,2021-05-17,2022-03-29,1.0,20065.7717456233,9.0,8095.972134599061,0.06871211014123096,57.0,50.0,15001.61180630494,Agriculture,AUD,Default
6143,2022-12-11,2023-02-19,1.0,4859.037645018235,7.0,4451.791519742648,0.027258838214866882,36.0,24.0,15721.980082794453,Retail,EUR,Default
6144,2020-12-08,2021-08-07,0.0,15891.90454577919,7.0,25360.977030648002,0.2445182088147319,50.0,54.0,17081.26101338263,Manufacturing,AUD,Default
6145,2021-01-15,2021-02-21,0.0,15440.10976371499,5.0,6411.683098026054,0.15263448097302304,30.0,25.0,13468.833457245732,Retail,USD,Non-Default
6146,2020-08-20,2020-09-25,1.0,48238.367100429976,2.0,29449.47604116152,0.18095547479434004,18.0,14.0,-5104.6042275409345,Retail,GBP,Non-Default
6147,2020-02-09,2021-01-31,1.0,41795.201758414405,9.0,15152.157346364655,0.1625297943781587,26.0,31.0,3115.1469471402343,Manufacturing,GBP,Non-Default
6148,2021-04-26,2021-12-22,1.0,49834.89183430686,7.0,24874.579802232663,0.24412580968490133,21.0,31.0,174.52053483466443,Retail,ZWL,Non-Default
6149,2021-01-17,2021-08-30,1.0,33943.22123132349,5.0,18690.699287280895,0.04652630721588373,46.0,47.0,-6748.7698890023385,Agriculture,GBP,Non-Default
6150,2021-08-18,2021-12-20,0.0,37580.36162086103,8.0,29513.065989414143,0.051754556277243784,47.0,6.0,16099.700443000216,IT,EUR,Non-Default
6151,2020-12-08,2021-06-13,1.0,23237.572855947223,8.0,23214.205786509014,0.20806214966937953,42.0,39.0,10391.378396074215,Agriculture,USD,Non-Default
6152,2021-10-25,2022-08-14,1.0,19325.729432634507,2.0,26953.797499906348,0.10153068359509088,43.0,44.0,-1543.1483388382312,Agriculture,USD,Non-Default
6153,2021-01-09,2021-07-13,1.0,49966.09126438689,2.0,8761.257182315168,0.05080288701927187,60.0,45.0,2972.314003442587,IT,GBP,Default
6154,2020-11-17,2021-08-26,1.0,43467.61342669046,5.0,17561.141033089,0.1339141584217877,32.0,58.0,9851.031448531106,Retail,GBP,Non-Default
6155,2020-11-08,2021-05-24,1.0,45920.0425722324,8.0,20065.491138162033,0.1428898579976673,59.0,51.0,-8515.303700118184,Agriculture,EUR,Non-Default
6156,2022-06-04,2022-07-25,1.0,43845.40462251806,7.0,7499.496939532068,0.10628849880375542,46.0,10.0,4025.964055587907,Services,GBP,Non-Default
6157,2021-12-03,2022-10-22,0.0,16504.738923345125,3.0,16694.907549701955,0.1877298742811784,44.0,10.0,4056.2428280958557,IT,EUR,Non-Default
6158,2020-08-04,2020-11-15,0.0,28082.211564735837,9.0,6037.814536672399,0.14178104223164753,19.0,58.0,-6086.108178593528,Retail,EUR,Non-Default
6159,2022-02-27,2022-10-11,1.0,28391.749814341885,3.0,5580.952280450812,0.19764233956584262,47.0,18.0,14055.845620345008,IT,USD,Default
6160,2022-11-25,2023-10-28,0.0,33414.61790967936,5.0,29830.325569801564,0.1292243534016039,38.0,34.0,15975.183275355208,Retail,ZWL,Default
6161,2021-11-19,2022-08-20,1.0,12553.065185519732,9.0,23285.106204867585,0.024134282738030644,58.0,52.0,-6778.582443356907,IT,AUD,Non-Default
6162,2020-06-22,2021-03-06,1.0,20713.842361445564,4.0,17730.667775760372,0.20452581796806335,31.0,53.0,13382.81972146067,Manufacturing,EUR,Non-Default
6163,2020-12-14,2021-02-07,1.0,48574.497203561434,2.0,8539.163615215988,0.013413792083378171,32.0,39.0,10049.173976007947,IT,ZWL,Non-Default
6164,2022-09-21,2022-10-23,1.0,18259.083087147377,8.0,16120.092667230352,0.20300670540145166,63.0,55.0,15266.747879234383,IT,GBP,Default
6165,2020-01-09,2020-09-28,1.0,13734.6301059944,6.0,15865.171544911711,0.21893854011471114,22.0,40.0,-4379.252659658182,Services,ZWL,nan
6166,2020-02-17,2021-02-13,1.0,11314.67563816002,2.0,6680.000033421966,0.10281233341250523,60.0,44.0,-1132.8306211728468,IT,USD,Non-Default
6167,2020-06-28,2020-11-04,1.0,49581.104119684416,5.0,2756.8609580191473,0.012767620035380248,61.0,28.0,-1656.262355001314,Agriculture,ZWL,Non-Default
6168,2022-07-21,2023-02-28,,23606.24766530946,0.0,23679.005244785847,0.011844053412392546,41.0,19.0,12869.32990564993,Retail,AUD,Non-Default
6169,2020-03-30,2021-02-27,1.0,36569.49349615831,3.0,11958.452379050008,0.1721602175044637,22.0,31.0,-2344.399383631887,Services,GBP,Default
6170,2022-09-04,2023-01-08,1.0,8030.617017712928,5.0,3665.2195216606087,0.20706937905073663,41.0,44.0,17574.41824102182,Manufacturing,AUD,Non-Default
6171,2021-02-14,2021-10-05,1.0,47343.77102565935,7.0,12507.523775788695,0.22630110655132135,43.0,15.0,4148.3130982339335,Services,GBP,Non-Default
6172,2020-12-01,2021-07-22,1.0,46326.42215113928,8.0,29501.34906256676,0.09308237700176931,33.0,6.0,17444.596771482855,Agriculture,GBP,Non-Default
6173,2021-08-07,2022-05-19,1.0,2751.6124778635267,4.0,19292.904630640758,0.24832028017733354,48.0,26.0,1759.621400741733,Retail,AUD,Non-Default
6174,2021-05-15,2022-01-10,0.0,12963.697561497522,7.0,15283.234400243417,0.23898874214168228,19.0,21.0,-358.06755286829866,Services,ZWL,Non-Default
6175,2022-06-29,2022-12-21,1.0,27162.968470786105,3.0,383.34439901591355,0.23573694917299487,26.0,50.0,16466.123910408372,Retail,USD,Non-Default
6176,2022-09-02,2023-06-22,1.0,47783.99434518953,7.0,17466.90167031231,0.23046129502149962,49.0,27.0,-1046.5216288539414,IT,AUD,Default
6177,2020-03-26,2020-05-20,1.0,25390.743236340044,3.0,942.9047295065385,0.22864872311829024,62.0,11.0,-2145.4568112176885,Manufacturing,USD,Default
6178,2022-08-21,2023-01-16,1.0,9544.078932752196,7.0,18835.470532026317,0.04043758839417891,36.0,19.0,-443.4469043853678,Manufacturing,GBP,Non-Default
6179,2021-12-08,2022-04-01,1.0,41651.80362579926,9.0,10475.63546010805,0.08880847105738811,24.0,20.0,-1882.9561877056021,Services,ZWL,Default
6180,2020-09-30,2021-07-20,1.0,23586.139069845936,5.0,21403.808607310482,0.01744386477380816,23.0,44.0,-6612.433641095346,Services,ZWL,nan
6181,2022-06-08,2022-10-27,1.0,36048.509263478256,2.0,1373.4979548999827,0.18286488996027067,26.0,59.0,18195.358421635392,Agriculture,ZWL,Non-Default
6182,2021-10-06,2022-07-07,1.0,276.85314810963564,3.0,6679.381933845881,0.12749934649691172,61.0,4.0,-9655.809006022992,Agriculture,GBP,Default
6183,2022-11-30,2023-10-08,1.0,22090.28324475983,4.0,15974.426048240513,0.1185262191868714,55.0,13.0,-3924.7359980796946,Manufacturing,USD,nan
6184,2022-08-22,2023-05-18,,8844.975805982653,6.0,13017.21730086066,0.23667575524028395,49.0,32.0,13128.897900805074,Retail,ZWL,Default
6185,2020-11-28,2021-01-20,1.0,8473.711866516716,9.0,6105.249369062943,0.07239314196677711,23.0,50.0,-7925.407915551722,Services,ZWL,Non-Default
6186,2022-12-28,2023-06-23,0.0,32568.067818881704,6.0,4656.615131357188,0.1783859102851127,40.0,16.0,10737.352208355282,Services,GBP,Default
6187,2020-11-22,2021-03-11,0.0,324.0119360499684,4.0,26826.266305232406,0.09370237130947368,25.0,28.0,7888.887639231372,IT,ZWL,Non-Default
6188,2020-10-11,2021-02-20,1.0,48740.27647114388,7.0,16781.51149498088,0.1857609131990043,56.0,42.0,-3029.6150928294855,Retail,ZWL,Default
6189,2020-03-19,2020-08-30,1.0,27464.842064538963,0.0,10895.436778557842,0.06460534755889988,54.0,22.0,8855.205849011985,Services,GBP,Non-Default
6190,2020-10-01,2021-09-18,1.0,2790.8744900325883,7.0,14711.102790855197,0.22850543311360372,26.0,58.0,4015.0188234188827,Services,ZWL,Non-Default
6191,2021-02-16,2021-08-19,1.0,46641.92253344332,9.0,29866.108010082746,0.04765467015395838,28.0,49.0,19734.98672979132,Retail,EUR,Default
6192,2021-03-16,2021-12-25,1.0,33285.84688934382,3.0,20042.885462545877,0.05675432966270517,30.0,19.0,-8087.518996557605,Services,USD,Non-Default
6193,2020-02-19,2020-08-24,0.0,48567.1898152352,3.0,7901.897462420182,0.031158816895225545,47.0,37.0,18655.04078084056,Retail,ZWL,Default
6194,2021-05-15,2022-03-05,0.0,8526.842893296815,5.0,13815.73163565188,0.10497327754598311,56.0,44.0,19776.92389618856,Agriculture,USD,Default
6195,2021-04-08,2021-12-23,1.0,28269.48170770329,3.0,20734.57781445808,0.04749920389315041,34.0,49.0,-8917.051818132688,Retail,EUR,nan
6196,2020-01-21,2020-06-14,1.0,15569.216930542152,1.0,7796.066605779336,0.023230138001238833,61.0,23.0,13279.329213046974,IT,ZWL,Default
6197,2020-02-04,2020-06-19,1.0,31045.154630231344,4.0,10251.669191979576,0.19962630186801342,30.0,43.0,1827.8898235839752,Manufacturing,EUR,Default
6198,2020-05-09,2021-01-22,0.0,28271.21143223414,1.0,28844.319138545576,0.01710421500461285,38.0,12.0,3008.5310047404982,Retail,USD,Non-Default
6199,2022-07-01,2023-02-15,1.0,2622.410558065335,9.0,2150.660595025441,0.024290399191666506,23.0,46.0,3829.8944684913968,IT,GBP,Default
6200,2021-03-20,2021-09-02,1.0,568.399965995533,1.0,8241.591258418188,0.020991885126267595,57.0,5.0,-5563.602380090358,IT,USD,Non-Default
6201,2021-07-16,2022-01-05,0.0,3571.3617858622165,7.0,6114.943674335833,0.02281374030153789,40.0,53.0,-9107.43006889633,Services,AUD,Default
6202,2021-06-14,2022-01-22,1.0,24797.49216248672,4.0,20918.05529676649,0.018211939631849496,62.0,52.0,4923.939057677717,IT,GBP,Non-Default
6203,2021-07-16,2021-09-24,0.0,15633.635573087442,6.0,2787.1012708263743,0.045514788956715846,62.0,10.0,12301.321370577745,IT,ZWL,nan
6204,2021-02-08,2021-04-11,1.0,20088.35399023196,7.0,16164.881836947825,0.09016898671544345,58.0,38.0,8144.999412717167,Agriculture,AUD,Default
6205,2020-01-29,2020-11-28,1.0,16908.328218397415,6.0,11143.807901609081,0.24324950910100235,41.0,36.0,-1704.8230130922784,Manufacturing,EUR,Non-Default
6206,2021-03-21,2021-10-25,0.0,23559.609356644647,8.0,8597.548691040865,0.07114243225485944,51.0,17.0,10323.847544442673,Agriculture,EUR,Non-Default
6207,2020-01-30,2020-06-05,1.0,43940.65108160976,0.0,1240.5267810663545,0.2061837503976404,58.0,39.0,6551.360075496152,Manufacturing,AUD,Non-Default
6208,2022-08-24,2022-12-03,1.0,28153.625886777543,3.0,27283.275912975398,0.20146689736337042,56.0,51.0,104.87536420660399,Agriculture,ZWL,Non-Default
6209,2022-04-20,2022-06-01,1.0,35084.46297034836,3.0,19861.447636624896,0.22515883602220058,28.0,30.0,4746.270270856732,Manufacturing,ZWL,Non-Default
6210,2021-11-06,2022-07-01,1.0,11787.323126104777,6.0,16131.133619359893,0.1435273375928754,63.0,35.0,-8092.00428768126,Agriculture,AUD,Non-Default
6211,2022-06-20,2023-04-27,1.0,49426.78070060735,2.0,7702.05636116799,0.020015495131276574,28.0,21.0,17820.10819933337,Retail,USD,Non-Default
6212,2021-05-30,2021-11-15,1.0,3469.7613203167466,2.0,11494.522661775385,0.06293012276548926,31.0,51.0,13961.451186712293,Manufacturing,AUD,Default
6213,2022-09-12,2023-04-02,1.0,-781.630350358715,0.0,9344.253421166819,0.047264876840741724,48.0,48.0,6865.815867733138,Retail,GBP,Non-Default
6214,2020-04-06,2020-05-26,1.0,21430.85762949546,1.0,7000.507648567551,0.1760667042660815,54.0,44.0,-2037.8750246329128,Services,GBP,Non-Default
6215,2022-02-16,2022-05-31,0.0,18158.085510143042,4.0,25080.06094494324,0.24579772267802666,29.0,8.0,4843.221901273477,IT,AUD,Non-Default
6216,2022-04-05,2023-03-21,0.0,38188.937698815746,4.0,3356.963126507061,0.033441198558973775,22.0,4.0,9083.887561752097,Services,USD,Non-Default
6217,2022-03-07,2023-01-26,1.0,18314.02423583424,7.0,19499.991075710866,0.01287637358826017,31.0,13.0,17454.512914153962,Retail,GBP,Default
6218,2020-02-05,2020-07-28,1.0,29214.717480311127,7.0,19461.615385908637,0.2332248314694451,28.0,52.0,6902.652179567656,IT,ZWL,nan
6219,2021-04-06,2021-11-04,1.0,1866.6874511773308,9.0,14169.654231715635,0.011571412975147419,30.0,51.0,18307.17708401171,Manufacturing,GBP,Default
6220,2022-09-13,2023-04-23,1.0,46861.78959350592,6.0,19180.880193972254,0.033891717369565616,58.0,18.0,-16.49602674750713,Services,ZWL,Non-Default
6221,2022-10-16,2023-02-13,0.0,19920.455269460148,3.0,2431.419358881023,0.2484046398320105,25.0,2.0,3734.438852619187,Services,GBP,Non-Default
6222,2020-10-03,2021-02-11,0.0,44734.3195952663,5.0,8681.03155612449,0.1738960611521483,22.0,22.0,6022.9046803782785,Retail,AUD,Default
6223,2021-02-22,2021-08-28,1.0,47593.823150962664,8.0,12529.31353338608,0.17936574331317381,64.0,7.0,4233.838315136789,Retail,GBP,Default
6224,2022-04-01,2022-06-21,1.0,18536.349480374713,8.0,3979.595088905924,0.037342377132079815,51.0,48.0,-4821.63072704448,Retail,GBP,Non-Default
6225,2022-09-18,2022-11-07,1.0,34043.24853835009,9.0,29816.527523331693,0.08742315038854158,29.0,22.0,1259.106922661651,IT,USD,nan
6226,2020-09-22,2021-02-12,1.0,25783.965286645427,2.0,12434.791706653752,0.23925788399445513,56.0,13.0,18133.449174916084,IT,AUD,Non-Default
6227,2020-10-24,2021-03-17,1.0,-951.904831097993,1.0,388.521528389385,0.15039859669831504,19.0,46.0,8488.618642504633,IT,USD,Non-Default
6228,2021-08-19,2022-08-11,,19817.847172688318,1.0,26343.51482054563,0.09821729019780621,53.0,45.0,-4877.181221101094,Agriculture,EUR,Non-Default
6229,2021-04-30,2021-07-17,0.0,43061.80843386618,6.0,679.5339667910449,0.055622260701911924,32.0,16.0,-6626.6621784992385,Manufacturing,AUD,Default
6230,2020-10-17,2021-03-05,1.0,1332.0573528759069,6.0,20819.509922098416,0.07287181632032959,56.0,27.0,-4376.626642320583,IT,GBP,nan
6231,2022-07-07,2023-04-18,1.0,2597.2490571034173,3.0,16960.592170065585,0.21409851317482467,64.0,43.0,17276.45256682265,Services,EUR,Non-Default
6232,2020-07-17,2020-08-23,0.0,7397.389101057508,9.0,16365.343343581219,0.13507172223085773,45.0,57.0,-5861.631949573447,Manufacturing,ZWL,Non-Default
6233,2021-04-08,2022-01-01,1.0,35942.20367632162,3.0,18527.97971198403,0.03427878570916246,48.0,47.0,1350.6638626581152,Services,AUD,Non-Default
6234,2022-02-19,2023-02-14,1.0,13933.455610344005,7.0,2510.2308641961035,0.16062249345836363,43.0,24.0,217.87562625924693,Manufacturing,AUD,Non-Default
6235,2020-01-18,2020-12-20,1.0,10214.032475074804,9.0,13815.760266753254,0.11285971958176011,45.0,42.0,-2789.166895680547,IT,GBP,Default
6236,2020-01-24,2020-05-10,0.0,32464.252128688735,5.0,8820.96852093093,0.15995610135952526,24.0,5.0,19788.080169779983,IT,AUD,Default
6237,2021-10-21,2022-09-09,1.0,1979.9805335833325,9.0,5664.740115607447,0.22521991315671092,61.0,29.0,18304.073323074714,Agriculture,GBP,Default
6238,2022-08-20,2023-07-08,1.0,8400.898798397755,2.0,12509.500564465772,0.2385701113976941,40.0,59.0,11984.361076035217,Retail,GBP,Non-Default
6239,2021-07-31,2022-05-18,0.0,31774.62320391635,7.0,25516.89889698125,0.12010389186944681,45.0,45.0,7621.444944190425,IT,AUD,Non-Default
6240,2022-09-03,2022-10-22,0.0,44753.653781857756,8.0,1994.416184592529,0.04111315310862574,25.0,56.0,-6670.591764328283,Services,AUD,Non-Default
6241,2022-07-06,2022-10-06,0.0,813.1457550018094,8.0,7306.958960770956,0.2332248314694451,60.0,35.0,222.84676116916125,Services,ZWL,Default
6242,2022-01-15,2022-07-30,1.0,41513.985493100256,3.0,13930.607667747985,0.19621470952727718,46.0,59.0,-5183.882267343956,Retail,GBP,Default
6243,2022-02-20,2022-12-10,1.0,41327.85386672125,3.0,23280.19864026176,0.04735100620982147,56.0,2.0,10230.396013107948,Retail,USD,Non-Default
6244,2020-08-11,2020-10-23,0.0,35662.77700010089,6.0,4213.205781807523,0.13738643528642042,41.0,32.0,-2993.929111202244,Services,ZWL,Default
6245,2021-03-04,2021-09-17,0.0,26545.47938501134,0.0,18952.630683600913,0.15241365245741834,22.0,3.0,19694.293141911992,IT,ZWL,Non-Default
6246,2020-03-17,2020-10-03,1.0,18778.875524968687,0.0,10727.524187735955,0.2017841390115074,48.0,35.0,-784.72021627721,Retail,USD,Default
6247,2021-09-06,2021-10-30,1.0,47654.806010078544,2.0,28167.80104818686,0.12387599634429432,20.0,53.0,13209.615240201525,IT,AUD,Non-Default
6248,2020-07-23,2020-10-24,0.0,472.1068123595685,7.0,5805.971746212564,0.17295405452233195,36.0,37.0,13128.897900805074,Agriculture,AUD,Default
6249,2020-05-10,2020-06-20,0.0,34563.614286213706,0.0,226.73524182486804,0.08132989310735786,25.0,2.0,-3079.7349511556067,Services,GBP,Default
6250,2022-07-29,2023-02-13,1.0,8204.633411474766,1.0,12211.94347965792,0.19611967877098538,60.0,57.0,-4307.278742812253,Services,AUD,Default
6251,2022-10-15,2022-12-14,1.0,36287.686557185596,9.0,25080.06094494324,0.08306903875801805,32.0,59.0,14074.553292520479,Services,USD,Non-Default
6252,2020-01-31,2020-10-21,1.0,41269.93511237447,7.0,4800.316210887715,0.21128802984751474,64.0,2.0,-16.49602674750713,Agriculture,ZWL,Non-Default
6253,2020-06-27,2021-03-25,1.0,5811.471559037659,1.0,18520.579037226456,0.09885527698853755,24.0,13.0,-1167.2066533083325,Services,ZWL,Non-Default
6254,2020-04-28,2020-11-26,1.0,5186.539932823345,5.0,18703.71373803273,0.025414328366300785,23.0,55.0,11680.9799281046,Agriculture,EUR,Non-Default
6255,2022-06-12,2023-02-25,1.0,128.79705346402102,9.0,8023.9663750398895,0.04764730773246658,62.0,19.0,9017.277776683866,Services,AUD,Default
6256,2021-05-25,2021-10-09,1.0,44811.213267416046,6.0,24494.89103728699,0.09229020924601729,46.0,39.0,-9019.4297976036,Agriculture,USD,Non-Default
6257,2022-02-08,2023-01-01,1.0,34108.87615924109,5.0,12287.147405920621,0.03597255254236937,39.0,56.0,-1511.788821608112,Agriculture,AUD,Default
6258,2021-06-23,2022-04-17,1.0,25992.032588488255,7.0,21964.087833895286,0.04074034296595446,24.0,10.0,-8108.262672613122,Services,AUD,Non-Default
6259,2020-08-13,2021-08-03,0.0,37522.28540470258,9.0,17077.463113462614,0.15287973363848772,32.0,23.0,3417.4306631605814,Agriculture,GBP,Non-Default
6260,2022-05-10,2023-01-01,1.0,45240.109545374704,1.0,13587.92395017194,0.18640482037783856,18.0,47.0,3108.266826400366,Manufacturing,EUR,Non-Default
6261,2021-04-01,2022-01-04,1.0,13938.189449651338,7.0,19024.96895518832,0.23046129502149962,45.0,19.0,1088.7055651798455,Agriculture,AUD,Default
6262,2021-01-14,2021-09-18,0.0,29929.34655272083,3.0,13091.727824407895,0.06948458738632217,37.0,55.0,18702.19200189801,Agriculture,EUR,Non-Default
6263,2020-07-11,2021-05-16,1.0,26221.419350283093,3.0,21588.17548831989,0.11323378962656244,61.0,54.0,11648.011347234398,IT,USD,Non-Default
6264,2022-05-20,2022-11-23,,29201.69920189013,0.0,9171.019294769902,0.15843902952325667,55.0,8.0,14037.869656650972,Manufacturing,USD,Default
6265,2022-01-04,2022-07-19,0.0,33811.48499159422,6.0,14905.84576120229,0.20177056824980527,54.0,33.0,8588.245952426303,IT,ZWL,Default
6266,2021-05-08,2021-07-31,1.0,33690.155297679106,0.0,20714.37576502763,0.01283773745593516,18.0,6.0,15297.952527782789,Retail,USD,Default
