loan_id,disbursement_date,expire_date,is_employed,loan_amount,number_of_defaults,outstanding_balance,interest_rate,age,remaining_term,salary,loan_status
34f2aa51-3feb-4fa6-83b2-4bc5968569d6,2024-06-08,2025-06-03,True,44649.72,3,743.69,19.68,41,12,40052.5,Default
f136cbdb-6102-427c-a685-0fc709064a15,2024-05-30,2029-05-04,False,28801.11,4,43867.9,15.4,75,60,62143.3,Default
13e4956d-fc98-43ee-b664-2f6c8ff98904,2024-04-27,2026-04-17,False,10187.17,5,49525.18,10.67,44,24,100747.29,Default
0a2c3f55-4265-43b6-8571-019aee8e32d6,2023-03-10,2024-03-04,True,16195.37,0,42744.55,22.31,25,12,70462.12,Non-Default
1c8b5958-8c02-4334-b3bd-80c11b68f59f,2023-04-07,2024-04-01,True,9251.06,1,28786.79,4.88,27,12,90162.19,Default
8b8f051d-2e68-4bff-99c6-821cb1faaf42,2020-10-07,2025-09-11,False,32467.31,3,34880.02,20.13,27,60,89559.01,Default
e079283f-e620-4c74-8082-179253805b16,2021-09-28,2026-09-02,False,36612.42,3,40667.23,8.88,49,60,47002.46,Non-Default
25b53141-35e6-4f67-a5bd-747e41910cb4,2022-03-11,2025-02-23,False,26581.71,1,34428.23,18.67,30,36,30891.23,Non-Default
9930a8bc-582d-4f3c-849a-5d6c18b1fac4,2020-06-21,2022-06-11,True,15783.85,0,21950.61,6.12,46,24,26716.31,Non-Default
6d90ab11-5fc3-42ba-9c57-0061a944fe19,2023-05-28,2025-05-17,True,48949.68,1,8273.13,13.75,24,24,85722.91,Non-Default
21c15d9d-7106-4ddd-bdc7-fac82de897af,2023-02-19,2026-02-03,True,18904.45,3,20694.91,9.92,41,36,44612.55,Default
f104c764-c71e-40be-bf74-fb0beee07f2e,2024-01-27,2025-01-21,False,23155.2,4,12208.7,9.07,38,12,99045.41,Default
f504417f-40a1-4b5d-ac5f-f9ec8b5da162,2020-04-06,2022-03-27,False,3004.71,5,34833.34,18.22,46,24,63324.85,Default
41568db7-143b-4e34-adeb-1485bbf7915c,2022-07-12,2023-07-07,True,3510.79,3,41736.0,3.12,52,12,99954.01,Non-Default
1341c236-958e-411f-ac5f-1a7f59409820,2022-11-15,2024-11-04,False,48612.77,5,26940.17,6.06,57,24,24481.7,Non-Default
11e3bb65-509e-4142-8fc6-bb19c722b699,2020-06-28,2025-06-02,True,39478.31,1,47927.27,5.94,65,60,93324.88,Default
3a5f6b6b-bcc8-4b84-9ea3-12da934499bc,2023-06-12,2027-05-22,False,14128.56,4,12548.93,14.45,59,48,24363.66,Default
f2a291ee-05fd-41d3-afb1-02412e856342,2021-02-13,2022-02-08,True,21023.61,4,13447.65,20.69,47,12,37434.4,Default
6a282bf7-ddf8-4d8b-863f-13d7f7be7463,2022-06-16,2027-05-21,True,26946.51,3,18216.87,6.68,59,60,35631.75,Non-Default
f38e572b-2201-47a4-8369-e3a989024499,2024-01-26,2028-01-05,True,33348.31,5,48467.21,23.83,64,48,66088.57,Non-Default
31f66024-3656-42f1-b0e9-0de6702b69af,2024-08-13,2025-08-08,True,21331.03,4,15850.77,9.45,42,12,77099.42,Default
465d83d4-1852-4447-96f0-1e2588a5f737,2020-10-08,2024-09-17,False,20755.86,5,41037.52,22.43,60,48,113890.33,Default
da9e1818-401d-4e3d-b4b1-8e66c90f7284,2022-05-31,2024-05-20,False,49180.54,1,18662.2,5.57,56,24,64430.89,Default
da8c1e37-5b18-4e4e-b5bc-b7a101a0799c,2023-05-30,2028-05-03,True,38718.23,5,48654.44,21.13,22,60,30261.81,Default
87726b3b-9f39-4c85-91fc-a225887f7e44,2020-12-21,2025-11-25,False,43945.79,1,30250.1,12.43,28,60,56841.84,Default
373d7356-4b2e-42f8-99bc-ea6a5616044d,2020-04-10,2024-03-20,False,33023.22,1,44376.52,18.59,26,48,110673.33,Non-Default
04d742b2-6177-4898-ba2d-f5e1754cd317,2021-03-24,2023-03-14,False,30839.51,5,37609.6,11.32,21,24,87995.42,Non-Default
1869e991-02c3-4ac6-b233-285f5b0cc613,2023-12-30,2025-12-19,False,3155.18,5,2087.88,20.99,67,24,70399.63,Default
955d387c-1d40-4d2b-9ff2-855469b58f6e,2024-04-25,2028-04-04,False,6529.23,4,5943.07,3.68,25,48,103225.58,Default
54337f04-f735-4d9b-b1c3-3a212c1e1057,2022-05-01,2027-04-05,True,41770.38,0,26663.68,18.96,73,60,52195.57,Non-Default
399a05ff-2d0b-4f7e-9189-fb0f326e5400,2023-05-17,2025-05-06,False,10010.63,0,28279.52,6.15,59,24,86619.77,Non-Default
1da78e44-4ea6-4846-9867-1d54d559233f,2024-07-19,2025-07-14,False,41851.58,5,1824.5,21.51,59,12,24010.71,Non-Default
4b9d751f-5cd3-4319-a6af-5df38c316543,2020-09-12,2022-09-02,True,11941.15,5,28768.21,16.39,42,24,42959.4,Non-Default
d580c6b4-df79-4799-9f8c-573ac4536c9a,2023-02-18,2025-02-07,False,7746.3,5,10955.84,22.08,36,24,83766.55,Default
05ea8996-d706-4a16-b4ac-041e1b1625b6,2023-12-29,2026-12-13,True,1942.68,0,42790.79,8.79,60,36,87402.69,Non-Default
ee726d62-23db-4b74-b312-fca571fc0660,2020-03-03,2021-02-26,False,20473.87,2,9276.13,21.88,31,12,26715.96,Default
54f04ba9-d200-4658-998a-40fb1a606aca,2021-06-01,2022-05-27,True,43058.04,2,137.6,24.1,44,12,111496.21,Non-Default
90d32e75-5602-4ba2-bb2e-7166e7f794cf,2020-07-09,2021-07-04,True,34472.32,0,7918.2,22.93,33,12,21093.4,Non-Default
739a5ca6-4b89-47c6-8a16-a1da9cd59ac5,2021-08-04,2026-07-09,True,28846.89,1,49032.07,5.62,43,60,96158.43,Default
ce019b15-ff11-4004-a818-77f4dce63623,2024-04-01,2028-03-11,False,46659.49,0,42759.72,20.28,48,48,67499.25,Non-Default
94bca8c8-fc2e-4a10-9716-93a38eed68e2,2023-03-11,2026-02-23,True,31830.2,4,20106.75,3.43,74,36,88943.72,Non-Default
4271dbdf-18a2-45d5-b71b-1a8525d2823e,2023-07-30,2028-07-03,False,1982.02,2,32902.58,10.95,39,60,82529.49,Non-Default
729da7cc-c33f-4d9e-abff-f60a750007af,2024-05-05,2025-04-30,False,28203.36,5,31393.44,20.31,45,12,100084.61,Non-Default
1ee90fa4-2108-41e7-a600-02f24d204bf8,2023-09-21,2025-09-10,True,7882.76,2,18070.98,18.6,39,24,77072.14,Default
501593d4-f7c0-41d9-92cd-0a00fb83f125,2020-08-22,2024-08-01,True,39285.91,2,31964.79,6.66,47,48,118405.81,Default
b196f4e4-5fd3-4421-86a6-fec2bb4f268e,2021-07-11,2022-07-06,False,26274.32,2,41851.63,20.06,66,12,36971.23,Non-Default
f7e5a304-13d9-43d8-985d-1557a2940861,2024-05-03,2028-04-12,False,11833.41,1,41333.1,6.58,56,48,39638.85,Default
65ab2bfd-16a9-4ed5-9759-508bd4ca4144,2020-01-25,2022-01-14,False,41342.7,0,42858.35,20.35,75,24,115339.11,Non-Default
7fb50ba8-c85e-4b54-98f8-1be2da310627,2020-09-21,2021-09-16,False,30834.42,1,26041.92,24.76,68,12,119472.77,Non-Default
5d316fde-19ea-4f7f-8ef5-631fde8734ff,2024-04-26,2027-04-11,True,14280.22,2,34157.66,7.92,69,36,40492.26,Default
6dae9783-9f61-4345-ba46-a03efd81f96f,2020-06-08,2025-05-13,False,18026.07,4,17125.24,16.42,31,60,106968.25,Non-Default
e1bda071-b1b3-4289-8bf0-c97862068fae,2020-06-13,2021-06-08,False,20552.25,1,31978.66,22.01,46,12,101343.65,Default
c774196e-746e-4aeb-9869-299815abcaeb,2020-01-10,2021-12-30,True,27271.0,1,40036.71,12.73,26,24,46095.3,Non-Default
4ca37d2b-be21-40b1-89c6-4ba636e0d92d,2022-10-27,2025-10-11,False,26931.17,1,37714.11,18.67,63,36,25160.04,Default
2cd65d16-d912-4399-9e24-e54360ff823e,2021-05-22,2023-05-12,True,3530.5,1,42325.58,10.33,59,24,105520.96,Default
ac7b4f0e-bd54-4c1a-af2e-af900081ab9a,2023-04-20,2024-04-14,False,23314.99,3,21931.1,19.51,55,12,99168.06,Non-Default
c3f50dbe-7379-47c2-8dd8-75ff6416ceac,2020-11-03,2023-10-19,False,2719.89,1,31895.87,16.96,58,36,30856.94,Default
8ffd98a8-5c63-4512-a02a-46b04b4dd213,2024-03-01,2028-02-09,False,41499.12,2,9821.53,23.51,35,48,116897.52,Default
260392f7-484f-4f6a-8ab5-4d529ccadec9,2020-10-03,2022-09-23,False,44892.13,3,21037.55,4.43,55,24,61267.63,Default
7f784cb6-3796-45fe-a036-03037734db0b,2020-10-21,2025-09-25,True,10564.57,5,17804.51,13.69,49,60,80625.56,Default
495ce171-6b49-4716-b826-dde50a809cac,2022-01-13,2024-01-03,True,3224.37,4,415.26,19.44,18,24,25048.48,Default
1e4a419f-71cf-4f00-89e0-8017daba2715,2020-08-21,2022-08-11,True,41903.1,1,13574.41,18.7,64,24,83678.06,Non-Default
76883b21-21c6-44a6-8aaa-dfccc385d0b8,2021-03-26,2024-03-10,True,35145.05,5,10386.27,17.68,33,36,46114.79,Non-Default
1e47f87d-2379-43bd-8df7-b3daaa09d8e9,2021-02-14,2024-01-30,False,46935.27,0,29747.12,22.91,51,36,87888.57,Default
7cb166a9-204c-450f-8d42-5ccb7bba8858,2021-01-31,2025-01-10,False,15008.13,1,43243.82,12.06,27,48,32350.6,Default
100704c5-1f8a-48b0-82c4-c3d6738b7fb8,2022-12-06,2027-11-10,False,31649.62,5,34591.74,21.23,42,60,105789.91,Non-Default
30dca5bb-9b06-401b-bd5a-76a40d312178,2022-02-02,2026-01-12,False,28267.74,3,45529.98,5.92,55,48,82817.46,Non-Default
60afe6c6-e4e5-46a8-a7eb-0c078bad5a3d,2021-12-16,2025-11-25,False,38899.26,4,32327.33,10.8,32,48,67746.8,Non-Default
61539746-4c01-4735-8f7a-4b592ace2040,2020-05-10,2021-05-05,False,34792.59,5,14942.06,15.76,74,12,48672.24,Non-Default
9effdde6-ade3-45b3-ad50-4490fb85d684,2022-03-26,2025-03-10,True,40770.92,3,2661.22,16.72,73,36,83225.61,Default
5adc3dbe-6281-4af6-bc5b-c19bbab78a2e,2024-02-27,2028-02-06,False,25347.65,3,35052.47,22.26,72,48,34696.43,Non-Default
3020da1e-1c3a-4f0e-8862-2f11afb72418,2022-07-14,2026-06-23,True,25354.12,0,21942.03,3.51,26,48,109588.15,Default
fb83e346-0b7e-4977-a9fe-1f3a523d1dd7,2022-03-07,2026-02-14,False,40295.9,3,15895.62,20.2,29,48,109466.66,Default
3e8750ae-2c2d-484a-8f4f-ecbc0a6817dc,2021-06-15,2024-05-30,True,32702.76,4,30380.05,7.69,30,36,116421.98,Non-Default
a9af75fe-512e-4385-9509-a5a909c41084,2021-09-26,2022-09-21,True,45099.55,4,14239.44,21.25,60,12,90626.85,Non-Default
6d17ef05-0871-43e6-b2ce-b00e5945083d,2020-05-29,2022-05-19,True,25928.61,5,527.71,17.34,20,24,21910.47,Default
33de1474-2087-4107-94f2-03b58b9a9451,2021-09-06,2023-08-27,True,16277.25,5,45375.83,21.61,34,24,74777.79,Default
abe23a28-7eb0-4b61-aed1-3be5e3eb34ad,2020-11-09,2025-10-14,False,48951.13,5,15155.62,21.38,37,60,63781.36,Non-Default
6500ecd0-7f6a-4b80-bce7-1bea08423b96,2020-04-07,2023-03-23,False,30903.61,5,49886.88,18.01,49,36,80645.23,Default
9320f928-a28d-46a5-a6ee-04967e7dd0ca,2022-06-11,2027-05-16,True,40925.83,4,9381.57,7.08,74,60,111082.06,Default
c4d1b3f5-10b6-451a-b1c3-4df27c4ed477,2023-09-03,2027-08-13,False,45935.9,4,49576.8,4.47,73,48,116504.16,Default
a7640dca-3e2c-484f-8974-d124ad00bc66,2024-02-25,2029-01-29,True,39068.99,0,12665.23,5.2,57,60,28653.1,Non-Default
8abd46c9-50a6-4c1a-a353-50f7e493f701,2021-10-09,2026-09-13,True,42478.46,5,49224.9,14.03,53,60,56391.0,Default
cf9264c4-ab5a-4252-a241-695560955a63,2023-06-24,2027-06-03,True,28278.11,2,6525.72,4.21,49,48,81398.04,Non-Default
b1b3e29c-638b-49e8-8bf3-5c043490b405,2023-08-22,2028-07-26,True,29933.79,1,1255.7,23.07,33,60,44128.19,Default
7e21811b-7eb7-4421-8365-e1aa0018bd1c,2022-05-22,2027-04-26,False,27685.36,4,14957.58,12.29,75,60,20295.66,Default
2b5ccc2d-3cc2-44e3-a065-b70f7d385515,2022-04-16,2023-04-11,False,48147.4,4,18237.45,14.43,52,12,23936.2,Default
cfce9a08-2832-4d40-babd-d28ab526e31f,2022-01-22,2023-01-17,True,23682.65,0,40825.48,2.85,22,12,57930.63,Default
725a75e9-3843-461e-9864-0fe9d04af383,2024-06-23,2029-05-28,True,30324.2,1,42462.49,22.38,40,60,54860.7,Non-Default
bea8c866-d3ba-40cc-bb91-70356e0b7066,2022-04-03,2025-03-18,False,12123.61,2,44379.26,19.11,25,36,87402.01,Non-Default
4b567b00-043c-4f6b-9652-961dd937b41e,2021-03-18,2024-03-02,False,31143.59,4,2137.22,10.49,70,36,61651.28,Non-Default
d7565497-fd4e-4cdc-8e8b-b28657603c11,2023-07-20,2027-06-29,True,1848.71,2,29850.64,7.11,60,48,22830.47,Non-Default
2343a14f-03c6-4d84-a06c-27ecc3b26dcf,2021-03-08,2022-03-03,False,42205.0,5,7607.1,15.68,33,12,112594.14,Default
71b73ff2-63b9-41f0-8404-3ba35d4830c2,2022-07-14,2026-06-23,True,48893.49,3,22010.22,21.63,46,48,63493.79,Default
62b1a921-fce1-4367-828b-2fbcebd6ca80,2020-09-08,2024-08-18,False,45695.2,3,23872.33,22.3,64,48,57267.41,Non-Default
2fe8be67-9e37-4733-9d24-8f17c8e81cc6,2022-07-16,2027-06-20,False,21310.31,5,36192.21,3.9,26,60,64786.42,Non-Default
d4b30c65-37e2-41ca-9e96-2e13092faa52,2023-06-07,2024-06-01,True,30248.74,2,38753.39,7.49,34,12,109344.46,Default
1bea72d4-8ee1-44b3-be04-e7da153847fd,2024-06-27,2026-06-17,True,31386.41,0,29238.5,16.03,68,24,103585.16,Non-Default
f99e77c0-113a-4967-846e-744b1274ec6e,2024-01-05,2027-12-15,False,44627.66,1,8529.92,24.01,37,48,105777.07,Default
171e4f28-7e92-4dfc-9942-4e8d020b34e3,2021-02-18,2026-01-23,True,26325.52,3,31312.27,19.79,66,60,57704.32,Default
8c0b0f0b-b2e1-4c47-89e5-02d683c2c846,2020-12-08,2024-11-17,True,33878.93,2,13255.94,4.22,66,48,117505.65,Non-Default
d3ff78c2-0935-4e47-bb9b-731a47e26406,2024-01-30,2025-01-24,False,32625.82,4,40193.27,19.34,57,12,96769.87,Default
fc95e05c-c589-419b-a7d4-9effdc6a339b,2023-05-22,2027-05-01,False,42281.3,5,34176.59,14.32,32,48,43608.46,Default
d9b05294-6430-4b83-9845-c1a2b7435f66,2022-04-02,2026-03-12,False,3491.92,1,30884.09,16.36,69,48,42186.97,Default
eefaf381-d947-4ea0-bd29-80b2a8713797,2021-06-17,2026-05-22,True,47595.03,5,3809.27,17.98,62,60,35394.44,Default
441d8295-b209-4445-8a42-72ec3afc5954,2020-04-01,2022-03-22,False,7364.48,5,33810.61,2.68,59,24,119063.86,Non-Default
f1b3fd27-a16f-4044-96d7-3d1066958361,2021-12-21,2022-12-16,False,12158.21,5,11241.84,11.92,37,12,42548.06,Non-Default
cdd388d3-b409-4da6-a30a-4cfe1d9c8812,2021-01-21,2022-01-16,True,37610.52,0,39311.95,19.7,42,12,64509.29,Non-Default
7c1b490f-2198-4788-9c12-72de4c760413,2022-12-31,2026-12-10,True,30410.87,5,14564.18,19.41,21,48,50501.04,Default
0a5fc44d-e30c-47c1-8e6e-bc079c2ddfe2,2022-11-02,2024-10-22,True,27865.32,1,31501.12,20.17,72,24,56743.02,Non-Default
71a75c8b-7d1b-4a2f-99de-72ed7040e163,2023-02-15,2026-01-30,False,32637.88,1,38174.89,4.0,36,36,91108.7,Default
deb965d1-7e2d-4136-be39-402242cd36a1,2020-05-23,2023-05-08,True,34107.93,0,6793.67,10.92,23,36,114437.73,Non-Default
0d479926-bcd3-46e7-83cd-1e8302933756,2022-03-15,2023-03-10,True,32268.22,3,44269.67,7.04,25,12,39670.23,Default
696d8337-3325-4c72-b776-ad9fabe204d6,2020-09-03,2021-08-29,True,7904.98,0,47573.47,21.68,66,12,117492.73,Non-Default
c8513138-d780-4902-a3e4-e753f2984f99,2024-06-18,2026-06-08,True,14262.06,4,1209.95,17.92,72,24,41109.13,Non-Default
2d3441b0-f393-4bc2-8174-5dac4bd35518,2022-01-08,2025-12-18,True,42094.43,0,47754.31,21.26,59,48,97908.91,Default
adf6f94f-0e48-4344-970b-62402f54b44d,2024-06-21,2026-06-11,False,44847.76,0,44191.53,14.84,37,24,96430.93,Default
a20b8283-6f6b-4a3a-bbf5-896245616206,2024-06-25,2025-06-20,True,32456.24,3,41352.27,15.82,38,12,56879.36,Default
0b1486f6-f2c7-40da-a64f-206c91c13290,2020-10-16,2021-10-11,False,49938.36,0,5659.9,9.54,48,12,37768.23,Non-Default
75a00839-0dc9-478c-aa89-8df6e1192bd8,2023-11-02,2028-10-06,True,25835.87,0,35537.65,14.32,39,60,81273.46,Default
18ca89a8-00c1-48dc-807e-de882709a477,2021-09-16,2022-09-11,False,28242.31,5,39083.91,17.02,50,12,79631.95,Non-Default
4a24b1ed-5c2b-4e8b-be41-d93609c0c427,2024-01-15,2026-12-30,False,42018.07,2,35546.55,11.64,70,36,70664.58,Default
6f926900-6790-45a9-8282-8a06a45fa962,2021-06-12,2024-05-27,True,47163.69,3,19176.81,4.97,34,36,40279.75,Non-Default
db15aef4-c32a-4098-834d-ae9f5510d730,2020-07-26,2024-07-05,False,19856.14,2,40188.86,14.46,57,48,29511.96,Non-Default
5fb0690d-ef3f-434f-ae2f-0fb7b320aff4,2020-06-17,2022-06-07,True,39268.94,0,11001.56,11.78,55,24,66898.15,Default
c6015d94-9ade-42fd-9dd8-bc33c8f3bceb,2022-12-18,2024-12-07,True,5030.25,2,6465.57,16.93,24,24,101764.13,Non-Default
4fb6d233-9550-4420-a756-a678b9f1dc3f,2021-10-03,2025-09-12,False,35409.86,2,26176.47,8.7,47,48,40278.07,Non-Default
564f316f-1cdf-4c82-b988-551a227d82ba,2023-02-28,2026-02-12,True,26063.93,1,35041.83,21.18,39,36,37667.14,Default
e847a006-faf3-49ad-a8ca-b7416420c17e,2021-08-03,2022-07-29,False,7142.59,4,7693.92,21.7,50,12,106401.39,Default
1bbc2b41-20e0-4d3e-90c3-e3586d7ccb81,2024-02-21,2028-01-31,True,33173.64,4,15411.21,20.02,36,48,43003.76,Default
824e5779-0d4e-4828-b2a8-de7b98072501,2021-08-20,2024-08-04,True,30587.68,1,36603.12,19.48,33,36,81772.03,Non-Default
f2656484-801c-431a-a9af-b8d844060301,2020-06-07,2023-05-23,True,1638.65,3,12768.19,23.83,30,36,52187.54,Default
c4998513-b61b-4b06-a025-24036734a658,2020-08-21,2025-07-26,True,3811.11,5,22232.08,14.72,35,60,39241.49,Default
dd6b9845-113a-4576-a769-d3641851932a,2021-02-27,2025-02-06,False,14186.25,4,18193.13,23.93,74,48,52236.56,Non-Default
447d0df0-3b59-4d31-8a0a-c79e3b081a58,2024-07-26,2029-06-30,True,14943.26,3,22476.63,15.88,50,60,80450.54,Non-Default
5a095119-c506-4f99-9b36-dcb31d708fbb,2020-11-01,2022-10-22,True,31258.17,5,29252.56,22.14,18,24,114696.81,Non-Default
97039ebf-4e2d-427e-84c1-a44ab58a179c,2023-02-08,2024-02-03,False,48692.78,2,32562.37,9.52,48,12,47775.49,Default
33d14e04-b039-4005-bbb9-82842dad2274,2020-05-04,2022-04-24,True,9901.25,2,17575.04,14.6,40,24,76314.7,Non-Default
a1dcb2dc-e36e-468f-b5e5-dd2ed214b7e7,2023-07-08,2028-06-11,False,42528.6,5,15191.82,17.06,74,60,115116.7,Non-Default
f9c66de6-ba97-41ee-afe2-231b0631b160,2021-12-25,2024-12-09,True,27301.86,0,37410.27,13.42,42,36,38343.5,Default
a830f72e-1733-4693-b11e-c6e0b9aa7859,2020-10-09,2021-10-04,False,5193.85,5,47286.4,18.54,75,12,65588.01,Default
562b0144-07b2-4b65-983e-92ff22d4b616,2021-10-05,2023-09-25,True,36326.14,2,19659.08,8.87,35,24,98475.13,Default
9a79eb71-80ad-4b5f-a0c8-e7b66e0eea42,2024-07-07,2029-06-11,True,17702.91,4,25294.17,13.35,39,60,61023.78,Non-Default
b1e1e18a-1b95-445f-ad4a-c15ec49afebe,2021-03-24,2022-03-19,False,31351.59,0,38168.95,6.94,51,12,94622.67,Default
347ee06a-93cf-4858-ab71-e967ea750082,2023-12-10,2024-12-04,True,23354.04,0,14497.65,2.91,65,12,88630.51,Non-Default
acfee633-597a-4efb-8670-4f1996e6d4d2,2021-09-06,2023-08-27,True,23389.57,5,39001.16,21.57,44,24,81000.9,Default
7266b247-0214-4538-8b0f-fa1e670409f9,2024-01-09,2025-01-03,False,34133.46,2,452.47,7.93,44,12,104174.05,Default
90f82f82-69ac-43df-b22e-e147baae7663,2024-01-03,2026-12-18,True,48239.16,3,34303.52,10.0,30,36,117568.13,Non-Default
b4327a8d-7eb6-400d-a834-26809281f8f4,2024-04-27,2025-04-22,True,1956.84,5,28414.7,18.34,54,12,85431.66,Default
818af392-6315-46a3-bee8-cc66237b2e94,2021-03-07,2022-03-02,True,11585.15,4,40075.5,21.55,24,12,71871.94,Non-Default
7b533f8f-7ce2-4291-84f7-5803de493a4d,2020-05-07,2025-04-11,True,12276.52,3,33641.48,7.07,57,60,75613.17,Non-Default
5721721e-aeb5-4a7b-84fb-78ee17ebac08,2021-04-24,2022-04-19,False,7779.05,5,24240.22,11.2,18,12,92350.59,Default
7ee0c02b-26fb-4130-b162-ec9ee1178460,2021-05-16,2024-04-30,True,24627.28,2,39692.88,24.2,58,36,47771.73,Non-Default
474941eb-c385-4823-ba63-327ac419446c,2020-02-11,2025-01-15,False,16072.97,0,44293.13,12.23,66,60,79369.7,Default
22992e80-50b6-4f33-b28b-6da3ff723e1b,2022-08-05,2027-07-10,True,22555.3,4,6312.04,7.75,21,60,33192.38,Default
2fe724b7-84ef-464a-8f5a-27f1462527b6,2024-04-26,2027-04-11,False,3313.65,2,42223.36,20.4,29,36,113941.3,Default
4a7d1127-e129-483d-93ca-8813b9c62a1d,2023-07-06,2026-06-20,False,37512.55,4,43838.69,10.62,70,36,23390.45,Non-Default
00e74801-df44-4bfe-8975-d848bc85e442,2024-08-03,2026-07-24,True,41646.95,3,13911.72,12.16,19,24,102316.88,Default
7ecc7b57-a64b-4bdb-acb4-b2965c6c1fee,2024-07-19,2025-07-14,True,32570.96,5,40216.13,7.45,30,12,37484.74,Default
933406ed-2d38-4e97-bced-3f5316575cb3,2023-02-17,2027-01-27,False,39770.83,2,15933.4,14.98,71,48,43299.87,Non-Default
1a6bc31c-f248-4521-8f25-f540eec3e65b,2020-03-08,2025-02-10,False,15156.48,4,7927.24,12.56,41,60,84385.05,Non-Default
89415fda-c3ae-4fe7-a479-d3dfcda300b9,2024-01-09,2025-12-29,False,8779.14,3,23788.2,24.68,45,24,63415.17,Default
103cf080-6a15-41ff-80fe-66fd3453212d,2022-05-29,2027-05-03,True,40115.68,5,6116.32,13.7,24,60,53854.85,Non-Default
e0597c5a-dadc-4156-898e-513ff0fbe66e,2021-07-23,2023-07-13,True,42240.91,3,38008.43,20.87,66,24,69512.67,Default
acb2366b-4431-419f-ba52-a5f966287dbb,2022-06-10,2024-05-30,True,25295.94,3,29205.87,2.95,38,24,79939.96,Default
e4706686-0918-44a7-865d-82f03f26dcda,2021-05-20,2025-04-29,True,2741.06,0,8917.34,24.87,23,48,110094.84,Non-Default
77e14df2-d5a9-4deb-8392-e7f939010662,2023-06-05,2025-05-25,True,37149.93,4,33701.05,15.79,51,24,48916.64,Non-Default
a470ccf3-6b8a-4086-89f9-aefc82d25f3b,2022-11-19,2027-10-24,True,33205.79,3,34710.68,22.52,66,60,56328.47,Default
82db9383-9384-45b1-9013-2caff0a3d967,2020-11-19,2022-11-09,False,24603.82,5,10442.99,24.06,51,24,71521.9,Default
3ced1317-7784-4033-a0d8-d8e5a0869f45,2021-02-09,2024-01-25,True,33032.53,3,22735.74,11.64,60,36,74314.93,Default
9ec09a69-a9e9-4fb2-8653-8bec35173ccb,2020-01-09,2024-12-13,False,45269.68,0,43365.45,18.64,43,60,32875.68,Non-Default
fc1f0ed8-8835-4058-9818-78f52c34c22a,2021-05-24,2023-05-14,True,19251.57,0,28503.75,9.61,73,24,118866.3,Default
d00be3c4-f496-4123-ac93-569f44eea533,2024-02-22,2028-02-01,True,26011.96,0,32213.75,15.02,39,48,36447.22,Default
538d1657-092e-4ddb-b93d-a620a6cdfe58,2022-06-28,2024-06-17,False,13333.47,1,48946.27,9.09,63,24,36773.17,Non-Default
cf9d51b0-1946-42c3-9784-292a8b70dd21,2023-10-25,2025-10-14,True,37113.43,4,42411.02,23.59,60,24,114272.51,Default
bee7b2e3-b863-43c8-80ca-0aed429ea1f2,2023-03-19,2028-02-21,False,19372.5,1,12208.25,21.33,29,60,48870.68,Default
cd1403e5-b30f-46af-ad36-c0d30dc6e79d,2020-11-26,2024-11-05,True,48792.49,1,13796.92,23.7,29,48,119957.75,Non-Default
7685cc06-c864-4895-9756-0e4d53c536f4,2022-04-28,2023-04-23,False,31172.49,5,14752.53,21.17,68,12,23198.52,Non-Default
3cb6ba24-37e3-4bdb-84fd-21b1d65bdae7,2023-08-10,2027-07-20,False,41587.3,1,4829.88,18.41,28,48,108511.54,Default
ba48f6cb-5bc3-43e9-a1c4-ecb560258fdf,2022-10-10,2023-10-05,False,28606.3,1,1817.1,23.5,24,12,64213.03,Non-Default
71f0f307-5edc-4cba-b973-0bfbe1fa5c3b,2023-01-17,2026-12-27,False,11651.15,1,47497.25,19.61,74,48,71617.7,Non-Default
048d703d-bf4a-481d-b9f1-f9751a20a212,2021-12-12,2022-12-07,True,33209.7,2,35024.5,3.71,63,12,113014.02,Default
b28af13f-c7b1-4042-b04f-da9e0cad94e9,2021-07-19,2026-06-23,True,8719.66,5,5759.86,14.48,61,60,104212.97,Default
a6c3a267-b9c7-494a-81ab-11b689712d2d,2023-09-06,2025-08-26,True,17387.3,3,47550.0,13.27,42,24,51032.57,Non-Default
883762a2-2dd8-4a63-8ba3-ffebcedb731d,2021-06-17,2026-05-22,False,32121.54,3,42212.79,7.54,21,60,117687.31,Default
6281a7de-1f13-49f7-928a-6bc4e94e4a6b,2020-08-05,2024-07-15,True,41415.1,0,40948.83,6.27,19,48,28463.8,Default
9a2f0b06-e83a-4e74-89e4-1348cd805004,2020-01-01,2024-12-05,False,30645.6,0,11934.33,16.21,31,60,78049.66,Non-Default
3c3e5704-42aa-49db-a060-f65f7dd05652,2023-04-27,2028-03-31,True,40124.53,5,29317.04,15.65,36,60,85428.15,Non-Default
aa233af6-f312-4911-906d-d71ec98745b3,2020-11-17,2024-10-27,False,27598.89,5,36653.99,22.9,74,48,56014.27,Non-Default
c9b75b8d-b0cf-4d6d-806c-25f951d07c86,2023-12-17,2024-12-11,False,37262.81,0,15039.3,13.38,45,12,53884.39,Default
88143d13-97ab-45fd-9fda-352f6956fb0b,2021-03-27,2023-03-17,True,18877.39,3,5208.62,21.53,29,24,67194.45,Non-Default
71d6be90-a7b5-4bf7-9530-39c103d4a867,2020-11-24,2024-11-03,True,22433.11,5,15855.41,21.9,59,48,55274.79,Non-Default
cff3196b-96e3-4deb-9eb5-52354429f869,2020-10-19,2023-10-04,False,14779.63,2,27611.71,9.47,44,36,36734.34,Non-Default
